id,created_at,text,created_at,is_quote_status,retweet_count,favorite_count,hashtags,user_mention,tweet_source,tweet_source,in_reply_to_status_id,in_reply_to_status_id_str,reply_message,quoted_text,quoted_text_fav_count,quoted_status_user_name,quoted_status_user_screen_name,quoted_status_user_description
777879541746376704,'@glennadmarshall So glad to hear it touched you. We believe real stories are always the best. Thanks for watching!',Mon Sep 19 14:38:29 +0000 2016,False,0,0,[],[u'glennadmarshall'],Hootsuite,777704107175849984,777704107175849984,'@principal your infertility/adoption themed commercial was like watching a commentary on my life--lots of tears here. Beautifully done.',,,,,
777879103999504384,'@Biodgr8able Forwarded your suggestion to our web team. Thanks!',Mon Sep 19 14:36:45 +0000 2016,False,0,0,[],[u'Biodgr8able'],Hootsuite,777855701431517184,777855701431517184,'@principal let me write my own https://t.co/2J8IS4pIYO',,,,,
777640387200454657,'Relax. Take a nap. See the sites. Repeat! What's the best vacation you've taken? https://t.co/v4n1bNbxvM',Sun Sep 18 22:48:10 +0000 2016,False,81,410,[],[],Twitter Web Client,,, ,,,,,
777583284389904384,'Q: What new technologies are we exploring in our properties? A: We're glad you asked. https://t.co/ebCjhfQAEw #SustainabilitySunday',Sun Sep 18 19:01:16 +0000 2016,False,5,2,[u'SustainabilitySunday'],[],Hootsuite,,, ,,,,,
777341497314201601,'@DavidAdamRamir4 Must have been a vacation to remember!',Sun Sep 18 03:00:29 +0000 2016,False,0,1,[],[u'DavidAdamRamir4'],Twitter Web Client,777027259299311616,777027259299311616,"'@principal  Monterey, CA. in the Spanish Bay. My cousin and I played in the waves all day. We were 9 and 10. Twas the best day of our lives.'",,,,,
777201263704289280,'@eneidacortes68 That's a great list of beautiful places! Thanks for sharing with us!',Sat Sep 17 17:43:15 +0000 2016,False,0,0,[],[u'eneidacortes68'],Twitter Web Client,777019365417824256,777019365417824256,"'@principal Puerto Rico, Dominican Republic, &amp; St.Thomas🌴🌊☀🌴'",,,,,
776870045796405248,'@nataliedeedah We're glad you like it. Thanks for letting us know!',Fri Sep 16 19:47:07 +0000 2016,False,0,1,[],[u'nataliedeedah'],Hootsuite,776619152597483520,776619152597483520,'Another #commercial just made me cry. Nice work @principal I LOVED everything about that one. ✔️👏👏',,,,,
776854952543133697,'@fuzzycorndog Happy to look into the issue. Can you email us the details? socialmediahelp@principal.com',Fri Sep 16 18:47:08 +0000 2016,False,0,0,[],[u'fuzzycorndog'],Hootsuite,776615454689210368,776615454689210368,'@principal My wife has twice requested a form from you. Neither was received. Requested you send both by phone and email. Care to comment?',,,,,
776436222839357440,'Start thinking about your retirement income plan https://t.co/wNIQzHOZj2 https://t.co/8clkRXHdj8',Thu Sep 15 15:03:15 +0000 2016,False,6,2,[],[],Hootsuite,,, ,,,,,
776128220273872896,'Principal Global Investors is a proud sponsor of the #MIGlobal Asia Summit in Singapore - Will we see you there? https://t.co/v5nbnHlK2h',Wed Sep 14 18:39:22 +0000 2016,True,5,7,[u'MIGlobal'],[],Twitter Web Client,,, ,"'What are the forces shaping the future of #Asia? Find out at the Asia Summit, Sep 15-16 #ForcesShapingAsia #MIGlobal https://t.co/3bP3fKwqqk'",10,'MI Asia Center','MI_AsiaCtr','@MilkenInstitute Asia | Supporting the growth of inclusive and sustainable financial markets in Asia. #MIGlobal #ForcesShapingAsia'
776121762601762816,'Watch Paul Kim from @principal on the @NASDAQ  Millennial Report. TUNE IN NOW!  https://t.co/y3zUD4aw76  #OnFleek #Goals #ETFs',Wed Sep 14 18:13:42 +0000 2016,False,1,0,"[u'OnFleek', u'Goals', u'ETFs']","[u'principal', u'NASDAQ']",Twitter Web Client,,, ,,,,,
776088321307078656,'Your weekly economic update has arrived: https://t.co/iAcbgLoCZy Watch for the report each Wednesday. https://t.co/pIfDtvwKZQ',Wed Sep 14 16:00:49 +0000 2016,False,2,1,[],[],Hootsuite,,, ,,,,,
776043326764187649,'Are you a financial whiz? Test your money IQ: https://t.co/02z7Fz9Ny6',Wed Sep 14 13:02:01 +0000 2016,False,1,0,[],[],Hootsuite,,, ,,,,,
775801378996387840,'Here are 3 ways we can make everyday a @UnitedWay Day of Action #PrincipalGivesBack https://t.co/DDYKxCDox0',Tue Sep 13 21:00:37 +0000 2016,False,3,4,[u'PrincipalGivesBack'],[u'UnitedWay'],Hootsuite,,, ,,,,,
775768551986724864,'Explore the latest economic news in a minute or less: https://t.co/WRkwFOHfQb #InsightsInAMinute https://t.co/BS7iht6VQY',Tue Sep 13 18:50:10 +0000 2016,False,2,2,[u'InsightsInAMinute'],[],Hootsuite,,, ,,,,,
775714167265386496,'RT @JMatternas: @UnitedWayCI @principal Principal employees reading at Monroe Elementary. #dayofactiondsm https://t.co/Vj6kSKDlT7',Tue Sep 13 15:14:04 +0000 2016,False,3,0,[u'dayofactiondsm'],"[u'JMatternas', u'UnitedWayCI', u'principal']",Hootsuite,,, ,,,,,
775417468164734976,'How can a financial advisor help get you ahead in #retirement? Read the latest from @JerryWPatterson. https://t.co/1klYkPKFz4',Mon Sep 12 19:35:05 +0000 2016,False,7,8,[u'retirement'],[u'JerryWPatterson'],Hootsuite,,, ,,,,,
775046689510096896,'We can produce positive environmental results without sacrificing investment performance. https://t.co/8jWayAPhDg #SustainabilitySunday',Sun Sep 11 19:01:45 +0000 2016,False,4,3,[u'SustainabilitySunday'],[],Hootsuite,,, ,,,,,
775046311687036929,'@cathaleen_r So sorry to hear that. We appreciate you sharing your memory with us.',Sun Sep 11 19:00:15 +0000 2016,False,1,0,[],[u'cathaleen_r'],Twitter Web Client,774783191567642624,774783191567642624,'@principal Making snicker doodles cookies when I was young. She passed away this year at 93 .',,,,,
775045269452754944,"'@jillwisconsin No, thank you!'",Sun Sep 11 18:56:06 +0000 2016,False,1,1,[],[u'jillwisconsin'],Twitter Web Client,774710481906900994,774710481906900994,"'@principal agreed, thanks for the fond memory! 💙'",,,,,
774844197719289856,'@sassnsmiles Haha this is too funny!',Sun Sep 11 05:37:07 +0000 2016,False,1,0,[],[u'sassnsmiles'],Twitter Web Client,774632891393466372,774632891393466372,'@principal 1/2016 https://t.co/JcRu9Gb6UY',,,,,
774844047248592896,'@pattyngng Something you will now never forget! :)',Sun Sep 11 05:36:31 +0000 2016,False,1,1,[],[u'pattyngng'],Twitter Web Client,774746202348937217,774746202348937217,'@principal I couldn't pass my driving test b/c I could not parallel park. Nana took me to Penney's and practiced w/me.  I got my license!',,,,,
774843779962445824,'@HeidiKBrx What a special memory. Thank you for sharing with us.',Sun Sep 11 05:35:27 +0000 2016,False,1,1,[],[u'HeidiKBrx'],Twitter Web Client,774804241332441088,774804241332441088,"'@principal me singing ""you light up my life"" to them with a hairbrush'",,,,,
774673744753229824,'@hondanhon Sounds like your grandma was a smart lady! :)',Sat Sep 10 18:19:48 +0000 2016,False,1,1,[],[u'hondanhon'],Twitter Web Client,774427248036159488,774427248036159488,'@principal my favorite memory was when my grandma sat me down and helped me plan for a secure financial future',,,,,
774673246952259585,'@RRBlu Such great memories with your grandparents!',Sat Sep 10 18:17:49 +0000 2016,False,1,1,[],[u'RRBlu'],Twitter Web Client,774501977732460544,774501977732460544,'@principal Standing at the flat of a creek that ran through my Grandparent's yard and watching a meteor shower with my Grandmother.',,,,,
774672334842171392,'@LHeartie That is too sweet and something you'll never forget.',Sat Sep 10 18:14:11 +0000 2016,False,0,0,[],[u'LHeartie'],Twitter Web Client,774487960267919360,774487960267919360,"'@principal When my GrandDaughter want'd us to come pick her up for the wknd,message on my phone I saved""Granny I'm ready 4u to come get me!""'",,,,,
774672181150318592,'@CybeleSees Sounds like that was a blast!',Sat Sep 10 18:13:35 +0000 2016,False,0,2,[],[u'CybeleSees'],Twitter Web Client,774463690934333440,774463690934333440,'@principal Tiny Grandpa J hiding behind doors in the Ripley's museum and jumping out to scare college women. Ma and I laughed til we cried.',,,,,
774671195660845056,'@gordongablejr Such a great memory! It must have really stuck with you :)',Sat Sep 10 18:09:40 +0000 2016,False,0,2,[],[u'gordongablejr'],Twitter Web Client,774535244817063936,774535244817063936,'@principal Playing golf w/my Grandfather &amp; Great Grandfather. I was 3. Grandma filmed it. 16 when I saw it. Suits &amp; ties all around.',,,,,
774670925597925376,'@jillwisconsin What an awesome hobby to pick up from your grandpa!',Sat Sep 10 18:08:36 +0000 2016,False,0,2,[],[u'jillwisconsin'],Twitter Web Client,774429157480550400,774429157480550400,'@principal my grandpa teaching me to golf and showing me true love with my grandma. The way it should be',,,,,
774387709842296832,'For #NationalGrandparentsDay...what's a favorite memory you've had with your Grandpa or Grandma? https://t.co/VNYQFu2Y8J',Fri Sep 09 23:23:12 +0000 2016,False,185,600,[u'NationalGrandparentsDay'],[],Twitter Web Client,,, ,,,,,
774276947979472896,'Help clients prepare for effects of the presidential election could have on #EmployeeBenefits. More @Benefits_PRO . https://t.co/gTKOd1nxJy',Fri Sep 09 16:03:04 +0000 2016,False,2,0,[u'EmployeeBenefits'],[u'Benefits_PRO'],Hootsuite,,, ,,,,,
773582272993849344,'Know what you need to do just that.  https://t.co/AJhPIxFNQz https://t.co/WLqwOwSGSj',Wed Sep 07 18:02:41 +0000 2016,False,1,4,[],[],Hootsuite,,, ,,,,,
773559057210810369,'Your weekly economic update has arrived: https://t.co/np5nhZz2aF Watch for the report each Wednesday. https://t.co/Y704KO51g1',Wed Sep 07 16:30:25 +0000 2016,False,6,10,[],[],Hootsuite,,, ,,,,,
773521694543806464,'Are you on top of the presidential issues that could impact your employer clients? Find out more @Benefits_Pro. https://t.co/gTKOd1nxJy',Wed Sep 07 14:01:57 +0000 2016,False,2,2,[],[u'Benefits_PRO'],Hootsuite,,, ,,,,,
773284681945145345,"'Although #LaborDayWeekend is over, we're still talking ""labor"" in the August jobs report recap video. Watch it here: https://t.co/ALir0Fuvac'",Tue Sep 06 22:20:09 +0000 2016,False,3,1,[u'LaborDayWeekend'],[],Hootsuite,,, ,,,,,
773247371186614272,'Explore the latest economic news in a minute or less: https://t.co/NGDuoV7yCv #InsightsInAMinute https://t.co/gI9HXR7f22',Tue Sep 06 19:51:54 +0000 2016,False,4,3,[u'InsightsInAMinute'],[],Twitter Web Client,,, ,,,,,
773159638074269696,'Maybe it's time to think about working for a #Millennial: https://t.co/Le0MG4SyZf https://t.co/diWBc2iKGD',Tue Sep 06 14:03:16 +0000 2016,False,4,4,[u'Millennial'],[],Hootsuite,,, ,,,,,
772464688034611200,'Trim your energy budget with this tip from @ENERGY and @ENERGYSTAR #SustainabilitySunday https://t.co/NWQkUWjHCp',Sun Sep 04 16:01:47 +0000 2016,False,2,6,[u'SustainabilitySunday'],"[u'ENERGY', u'ENERGYSTAR']",Hootsuite,,, ,,,,,
771738147805884417,'Why an increase in minimum wage won’t lead to runaway inflation. https://t.co/ZVHsiGFOJu',Fri Sep 02 15:54:47 +0000 2016,False,4,6,[],[],Hootsuite,,, ,,,,,
771452715503390725,'You earned your degree. Now you have to pay the bills. 4 tips for saving AND managing debt: https://t.co/fgT2kOFQCj',Thu Sep 01 21:00:34 +0000 2016,False,9,9,[],[],Hootsuite,,, ,,,,,
771065759162245120,"'More studying, less toga. Words of wisdom for college-bound kids, from  @JerryWPatterson https://t.co/IYVC0HTbp7'",Wed Aug 31 19:22:57 +0000 2016,False,7,11,[],[u'JerryWPatterson'],Twitter Web Client,,, ,,,,,
770997496147345411,'Your weekly economic update has arrived: https://t.co/xusuJXY73Q Watch for the report each Wednesday. https://t.co/vPZ9oxrOFj',Wed Aug 31 14:51:42 +0000 2016,False,8,4,[],[],Twitter Web Client,,, ,,,,,
770645959009193984,'Explore the latest economic news in a minute or less: https://t.co/4qsZbtWH5w #InsightsInAMinute https://t.co/HfccR4mQFv',Tue Aug 30 15:34:49 +0000 2016,False,4,3,[u'InsightsInAMinute'],[],Twitter Web Client,,, ,,,,,
770357913613242368,'@FutureReadyIA wants to get 70% of Iowa's workforce education or training beyond high school by 2025. We're all in. https://t.co/ISzGDZQv9Q',Mon Aug 29 20:30:13 +0000 2016,True,2,6,[],[],Twitter Web Client,,, ,"'Signed Exec. Order 88, creating @FutureReadyIA Alliance co-chaired by @KimReynoldsIA &amp; @principal CEO Dan Houston https://t.co/NXlaO4zOBo'",4,'Terry Branstad','TerryBranstad','This is the official Twitter account for Iowa Gov. Terry Branstad. It is maintained by Communications Director @BenHammes and communications staff.'
769952385259012096,'@appleprecious What great advice from Dr. John Hall. Clark Atlanta University must be lucky to have him!',Sun Aug 28 17:38:48 +0000 2016,False,0,0,[],[u'appleprecious'],Twitter Web Client,769834679822196736,769834679822196736,'@principal Dr. John Hall at Clark Atlanta University encouraged me to select a career that allowed me to help build the nation.',,,,,
769927841953771520,'Happy #SustainabilitySunday! The @ENERGYSTAR Nat’l Building Competition starts this week-- Follow @EnergyStarNBC to see who wins 🏆 #ESNBC',Sun Aug 28 16:01:16 +0000 2016,False,1,4,"[u'SustainabilitySunday', u'ESNBC']","[u'ENERGYSTAR', u'EnergyStarNBC']",Hootsuite,,, ,,,,,
769604759472836608,'@daughertyrober1 @LibraWife2010 So great to see teachers who inspired their students.',Sat Aug 27 18:37:27 +0000 2016,False,0,0,[],"[u'daughertyrober1', u'LibraWife2010']",Twitter Web Client,769509074148790272,769509074148790272,"'@LibraWife2010 @principal Mr. Karlap 2nd grade teacher. He introduced us to  ""Jabberwoky"" and inspired me to write. Tjank you sir!'",,,,,
769604538202370048,'@1bchambers Sounds like a true inspiration to her students! Thanks for sharing.',Sat Aug 27 18:36:35 +0000 2016,False,0,0,[],[u'1bchambers'],Twitter Web Client,769518622679109632,769518622679109632,"'@principal My first grade teacher was a real hero! Terrific, energetic, cheerful, able and hardworking EVERYDAY.'",,,,,
769257327803326464,'@shanrobinson7 So awesome to see teachers inspiring others to purse a career in teaching!',Fri Aug 26 19:36:53 +0000 2016,False,2,3,[],[u'shanrobinson7'],Twitter Web Client,769181709095038976,769181709095038976,'@principal Kevin McGarvey...Professor at CCC in NJ. Everyone mattered; Inspired me to become a HS English teacher by believing in me.',,,,,
768922590035349504,"'@RayRhunter Wow, so good to see so many teaches still come to your mind and made such an impact on you.'",Thu Aug 25 21:26:46 +0000 2016,False,0,1,[],[u'RayRhunter'],Twitter Web Client,768899010023219200,768899010023219200,"'@principal 4th:growing up, all my heroes were teachers. Thanks to those tweeted in previous 3 &amp;many more, I got to be a learner &amp; teacher 2'",,,,,
768922255774527488,'@ShowDana Sometimes the toughest teachers leave the biggest impact. Thanks for sharing!',Thu Aug 25 21:25:26 +0000 2016,False,0,3,[],[u'ShowDana'],Twitter Web Client,768783278677581824,768783278677581824,"'@principal Mrs. Canfield at St. Benedict's in Detroit, MI. She was tough &amp; her classroom structure forced u 2 b prepared everyday.'",,,,,
768921244494204931,'@jimwalker_usa Sounds like a wonderful teacher to have had.',Thu Aug 25 21:21:25 +0000 2016,False,0,2,[],[u'jimwalker_usa'],Twitter Web Client,768801485584945153,768801485584945153,"'@principal Larry Bargetto, Lynbrook High School, San Jose, California. A brilliant man, ahead of his time, caring and compassionate father.'",,,,,
768871138969649152,'Retirement doesn't mean you stop getting paid. Six steps to creating your own paycheck: https://t.co/8vJ9elydRm https://t.co/cWpfP9qYRM',Thu Aug 25 18:02:19 +0000 2016,False,4,5,[],[],Hootsuite,,, ,,,,,
768584679658102784,'@raidermack2014 Seems like @PinerHighSchool is lucky to have them both!',Wed Aug 24 23:04:01 +0000 2016,False,1,1,[],"[u'raidermack2014', u'PinerHighSchool']",Twitter Web Client,768239106228760577,768239106228760577,"'@principal Mrs. Childress and Mrs. Spearman @PinerHighSchool Santa Rosa CA. Amazing, influential women and teachers! 😊📚🍎'",,,,,
768583956446883840,"'@newswatcher1231 Wow, 52! He must have left a lasting impression.'",Wed Aug 24 23:01:09 +0000 2016,False,1,1,[],[u'newswatcher1231'],Twitter Web Client,768441551903084549,768441551903084549,'@principal His name was Cornelius Rodgers.  11Th grade civics and history.  That was 52 years ago.',,,,,
768583783838720000,'@macmeg523 She sounds like a real inspiration!',Wed Aug 24 23:00:28 +0000 2016,False,1,2,[],[u'macmeg523'],Twitter Web Client,768468119123664897,768468119123664897,"'@principal Mrs. Melton, 6th grade, Biddle Street School, West Chester PA She showed me not to be afraid of being smart.'",,,,,
768583397706838016,'@DivinemMorris So great to hear!',Wed Aug 24 22:58:56 +0000 2016,False,0,1,[],[u'DivinemMorris'],Twitter Web Client,768541567573368832,768541567573368832,"'@principal I had a few my second - sixth grade teachers at McDonough 24 Elementary School in New Orleans, LA. #17thWard#Ntown4Life#TheBoot'",,,,,
768447912384851968,'Your weekly economic update has arrived: https://t.co/fbycZPHEVZ Watch for the report each Wednesday. https://t.co/Qk37w2ExvH',Wed Aug 24 14:00:34 +0000 2016,False,6,2,[],[],Hootsuite,,, ,,,,,
768258809831706624,'@Concerned4us Absolutely! It's been wonderful to see so many great stories about teachers who impacted their students lives. :)',Wed Aug 24 01:29:08 +0000 2016,False,1,3,[],[u'Concerned4us'],Twitter Web Client,768240014278946817,768240014278946817,"'@principal what a great question to ask people, Teachers can have a profound impact on our lives'",,,,,
768258331764887552,'@Sandee9378 What a great story! Have you ever told her how much impact she had in your career?',Wed Aug 24 01:27:14 +0000 2016,False,1,2,[],[u'Sandee9378'],Twitter Web Client,768255836737052672,768255836737052672,"'@principal High school English teacher Ms Wagner. I wrote a play, and she decided to enter it in competition.  Start of my career as editor!'",,,,,
768256994243284992,"'@jetermac2 Wow, 25 years! He must have been a real legend.'",Wed Aug 24 01:21:55 +0000 2016,False,1,1,[],[u'jetermac2'],Twitter Web Client,768243813378772992,768243813378772992,'@principal deer Creek edmond David Hart math teacher and baseball coach there 25 yrs at least.  Man changed my life.  Mac',,,,,
768256342976901121,'@callmedoctor12 That's wonderful! Good teachers are a source of inspiration.',Wed Aug 24 01:19:20 +0000 2016,False,2,3,[],[u'callmedoctor12'],Twitter Web Client,768202103772815364,768202103772815364,"'@principal I had many great K-12 teachers. However, my PhD dissertation chair made a big difference in my life, Dr. Charles Corley, Walden U'",,,,,
768255176247357440,'@DaveDmart30959 Imagine how happy they would be to know you still think of them with such affection! :)',Wed Aug 24 01:14:42 +0000 2016,False,1,2,[],[u'DaveDmart30959'],Twitter Web Client,768250173004713984,768250173004713984,'@principal had three wonderful teachers who I still think of fondly even after all theses years.😀',,,,,
768201018496516097,'RT @PFGGolfClassic: A record $2 MILLION+ raised for Iowa kids in 2016! Thank you for giving back with us. https://t.co/aMMblqB3ir https://t…',Tue Aug 23 21:39:29 +0000 2016,False,26,0,[],[u'PFGGolfClassic'],Twitter Web Client,,, ,,,,,
768185647454560256,'There was that one teacher who was encouraging &amp; really believed in you. Which teacher had a big impact on you? https://t.co/5LyM62l6zC',Tue Aug 23 20:38:25 +0000 2016,False,266,849,[],[],Twitter Web Client,,, ,,,,,
768128748482953218,'Explore the latest economic news in a minute or less: https://t.co/LDGEbtUUgh #InsightsInAMinute https://t.co/BcaL2QudWu',Tue Aug 23 16:52:19 +0000 2016,False,3,1,[u'InsightsInAMinute'],[],Hootsuite,,, ,,,,,
767814014952964121,'Don't want them living in your basement after graduation? 5 ways to start that college fund: https://t.co/d0jK0ZteBi https://t.co/ECptWvi7UC',Mon Aug 22 20:01:41 +0000 2016,False,1,3,[],[],Hootsuite,,, ,,,,,
767391123996348416,'A small list of the big benefits you can gain from green office space. https://t.co/MpCOXrn1M5 #SustainabilitySunday https://t.co/1esBonjLPV',Sun Aug 21 16:01:16 +0000 2016,False,2,2,[u'SustainabilitySunday'],[],Hootsuite,,, ,,,,,
767028883027787777,'#Millennials like to talk about money...with anyone. Is it time to talk with a professional? https://t.co/So407wsUEh https://t.co/AFtAS47ZtF',Sat Aug 20 16:01:51 +0000 2016,False,5,2,[u'Millennials'],[],Hootsuite,,, ,,,,,
766645559130226688,'@dxyshell We're sorry you're having an issue. Email socialmediahelp@principal.com with the details and we will try to help you fix it.',Fri Aug 19 14:38:39 +0000 2016,False,0,0,[],[u'dxyshell'],Hootsuite,766419936629579776,766419936629579776,,,,,,
766641694292910084,'RT @1AaronFriedman1: What do lawn mowers and #retirement plans have in common? Find out here. https://t.co/XZmjeoFAtg',Fri Aug 19 14:23:18 +0000 2016,False,5,0,[u'retirement'],[u'1AaronFriedman1'],Twitter Web Client,,, ,,,,,
766397953661628417,'Big changes for #RealEstate stocks coming at the end of August. Here's what you need to know: https://t.co/rmF9R0NTou',Thu Aug 18 22:14:45 +0000 2016,False,1,0,[u'RealEstate'],[],Hootsuite,,, ,,,,,
766347442195357697,'Younger generations are saving more to care for family. Plan for the future of your family: https://t.co/2T4dHBGp6V https://t.co/XvKBetXNyY',Thu Aug 18 18:54:02 +0000 2016,False,5,5,[],[],Twitter Web Client,,, ,,,,,
766031988205744129,"'Budget can be a four-letter word. First, admit you want to make a change. Take the next step and write it down: https://t.co/8kbearFbmX'",Wed Aug 17 22:00:32 +0000 2016,False,4,1,[],[],Hootsuite,,, ,,,,,
765972750863306752,'Your weekly economic update has arrived: https://t.co/44ZXNOj1CZ Watch for the report each Wednesday. https://t.co/ouBzO6eDkR',Wed Aug 17 18:05:09 +0000 2016,False,3,5,[],[],Hootsuite,,, ,,,,,
765639828591566848,'Small changes may make a big impact https://t.co/B7rQ5e6EGM https://t.co/9hO1mzNTYy',Tue Aug 16 20:02:14 +0000 2016,False,3,1,[],[],Hootsuite,,, ,,,,,
765579057304072193,'Explore the latest economic news in a minute or less: https://t.co/v6YWdXYOPS #InsightsInAMinute https://t.co/vK6GwXtjim',Tue Aug 16 16:00:45 +0000 2016,False,2,1,[u'InsightsInAMinute'],[],Hootsuite,,, ,,,,,
765264346725441536,"'Learn three survival tactics to help you through the turbulence of CMBS – and stay safe while hunting #Pokemon, too. https://t.co/iqhrNF71LS'",Mon Aug 15 19:10:12 +0000 2016,False,0,2,[u'Pokemon'],[],Hootsuite,,, ,,,,,
764899703741906944,'Q: Why do we certify our buildings with @ENERGYSTAR?  A: We're glad you asked. https://t.co/3UTIGvSiup #SustainabilitySunday',Sun Aug 14 19:01:15 +0000 2016,False,0,1,[u'SustainabilitySunday'],[u'ENERGYSTAR'],Hootsuite,,, ,,,,,
764114719682752512,'#Millennials turn to their parents for financial advice. And you thought they didn't listen. https://t.co/OXsAH3nutm https://t.co/VKpLDgr0Md',Fri Aug 12 15:02:00 +0000 2016,False,5,3,[u'Millennials'],[],Hootsuite,,, ,,,,,
